dataset,img_path
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00027703.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00025119.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00017990.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00012128.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00035945.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00047682.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00015251.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00033892.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00021623.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00008384.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00042608.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00020209.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00019083.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00030057.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00012400.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00016729.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00020478.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00040477.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00017132.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00040445.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00002400.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00017032.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00034338.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00014105.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00025030.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00034927.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00047244.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00027087.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00002481.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00013640.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00001811.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00015952.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00009090.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00008207.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00017449.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00007015.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00000765.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00000849.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00041495.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00049382.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00033750.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00049859.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00008849.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00046432.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00013969.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00027503.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00027183.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00010859.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00033964.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00035780.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00011130.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00004224.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00030999.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00006704.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00025172.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00043200.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00022131.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00018702.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00020775.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00008017.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00040324.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00044916.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00040648.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00014328.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00003837.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00028982.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00022498.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00047654.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00004773.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00026303.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00046824.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00013530.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00013606.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00007243.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00037734.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00029843.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00035905.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00048459.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00033146.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00003137.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00037331.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00032366.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00003281.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00031429.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00018956.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00029541.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00039272.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00014918.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00042628.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00022095.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00008453.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00038671.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00049804.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00004467.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00043864.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00031694.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00020099.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00000843.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00007351.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00031512.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00039390.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00001212.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00038655.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00048053.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00012087.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00027106.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00007676.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00035130.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00019649.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00037761.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00031436.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00009923.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00000518.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00018566.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00029512.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00012158.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00034759.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00020958.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00037797.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00026671.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00042371.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00005877.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00022078.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00005154.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00016155.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00024920.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00024856.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00044995.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00018100.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00009609.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00019999.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00014649.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00041239.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00006372.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00024523.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00031232.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00022303.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00035333.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00027665.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00045905.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00019757.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00019032.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00033155.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00039761.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00015545.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00046649.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00048562.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00000915.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00037990.JPEG
real,data/genimage/vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00010954.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00030121.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00029589.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00023821.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00011041.JPEG
real,data/genimage/Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00048069.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00047386.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00005266.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00012729.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00039687.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00035032.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00017221.JPEG
real,data/genimage/biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00026225.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00015802.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00001924.JPEG
real,data/genimage/stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00026937.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00030331.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00008407.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00023290.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00001074.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00041532.JPEG
real,data/genimage/glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00045793.JPEG
real,data/genimage/adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00043498.JPEG
real,data/genimage/wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00045708.JPEG
real,data/genimage/stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00013203.JPEG
